t	x
177.3	5050.61
177.4	5050.61
177.5	5050.61
177.6	5050.61
177.7	5050.61
177.8	5050.61
177.9	5050.61
178.0	5050.61
178.1	5050.61
178.2	5050.61
178.3	5050.61
178.4	5050.61
178.5	5050.61
178.6	5050.61
178.7	5050.61
178.8	5050.61
178.9	5050.61
179.0	5050.61
179.1	5050.61
179.2	5050.61
179.3	5050.61
179.4	5050.61
179.5	5050.61
179.6	5050.61
179.7	5050.61
179.8	5050.61
179.9	5050.61
180.0	5050.61
180.1	5050.61
180.2	5050.61
180.3	5050.61
180.4	5050.61
180.5	5050.61
180.6	5050.61
180.7	5050.61
180.8	5050.61
180.9	5050.61
181.0	5050.61
181.1	5050.61
181.2	5050.61
181.3	5050.61
181.4	5050.61
181.5	5050.61
181.6	5050.61
181.7	5050.61
181.8	5050.61
181.9	5050.61
182.0	5050.61
182.1	5050.61
182.2	5050.61
182.3	5050.61
182.4	5050.61
182.5	5050.61
182.6	5050.61
182.7	5050.61
182.8	5050.61
182.9	5050.61
183.0	5050.61
183.1	5050.61
183.2	5050.61
183.3	5050.61
183.4	5050.61
183.5	5050.61
183.6	5050.61
183.7	5050.61
183.8	5050.61
183.9	5050.61
184.0	5050.61
184.1	5050.61
184.2	5050.61
184.3	5050.61
184.4	5050.61
184.5	5050.61
184.6	5050.61
184.7	5050.61
184.8	5050.61
184.9	5050.61
185.0	5050.61
185.1	5050.61
185.2	5050.61
185.3	5050.61
185.4	5050.61
185.5	5050.61
185.6	5050.61
185.7	5050.61
185.8	5050.61
185.9	5050.61
186.0	5050.61
186.1	5050.61
186.2	5050.61
186.3	5050.61
186.4	5050.61
186.5	5050.61
186.6	5050.61
186.7	5050.61
186.8	5050.61
186.9	5050.61
187.0	5050.61
187.1	5050.61
187.2	5050.61
187.3	5050.61
187.4	5050.61
187.5	5050.61
187.6	5050.61
187.7	5050.61
187.8	5050.61
187.9	5050.61
188.0	5050.61
188.1	5050.61
188.2	5050.61
188.3	5050.61
188.4	5050.61
188.5	5050.61
188.6	5050.61
188.7	5050.61
188.8	5050.61
188.9	5050.61
189.0	5050.61
189.1	5050.61
189.2	5050.61
189.3	5050.61
189.4	5050.61
189.5	5050.61
189.6	5050.61
189.7	5050.61
189.8	5050.61
189.9	5050.61
190.0	5050.61
190.1	5050.61
190.2	5050.61
190.3	5050.61
190.4	5050.61
190.5	5050.61
190.6	5050.61
190.7	5050.61
190.8	5050.61
190.9	5050.61
191.0	5050.61
191.1	5050.61
191.2	5050.61
191.3	5050.61
191.4	5050.61
191.5	5050.61
191.6	5050.61
191.7	5050.61
191.8	5050.61
191.9	5050.61
192.0	5050.61
192.1	5050.61
192.2	5050.61
192.3	5050.61
192.4	5050.61
192.5	5050.61
192.6	5050.61
192.7	5050.61
192.8	5050.61
192.9	5050.61
193.0	5050.61
193.1	5050.61
193.2	5050.61
193.3	5050.61
193.4	5050.61
193.5	5050.61
193.6	5050.61
193.7	5050.61
193.8	5050.61
193.9	5050.61
194.0	5050.61
194.1	5050.61
194.2	5050.61
194.3	5050.61
194.4	5050.61
194.5	5050.61
194.6	5050.61
194.7	5050.61
194.8	5050.61
194.9	5050.61
195.0	5050.61
195.1	5050.61
195.2	5050.61
195.3	5050.61
195.4	5050.61
195.5	5050.61
195.6	5050.61
195.7	5050.61
195.8	5050.61
195.9	5050.61
196.0	5050.61
196.1	5050.61
196.2	5050.61
196.3	5050.61
196.4	5050.61
196.5	5050.61
196.6	5050.61
196.7	5050.61
196.8	5050.61
196.9	5050.61
197.0	5050.61
197.1	5050.61
197.2	5050.61
197.3	5050.61
197.4	5050.61
197.5	5050.61
197.6	5050.61
197.7	5050.61
197.8	5050.61
197.9	5050.61
198.0	5050.61
198.1	5050.61
198.2	5050.61
198.3	5050.61
198.4	5050.61
198.5	5050.61
198.6	5050.61
198.7	5050.61
198.8	5050.67
198.9	5050.86
199.0	5051.18
199.1	5051.63
199.2	5052.21
199.3	5052.91
199.4	5053.74
199.5	5054.7
199.6	5055.79
199.7	5057.01
199.8	5058.35
199.9	5059.82
200.0	5061.42
200.1	5063.15
200.2	5065.01
200.3	5066.99
200.4	5069.1
200.5	5071.34
200.6	5073.71
200.7	5076.21
200.8	5078.83
200.9	5081.58
201.0	5084.46
201.1	5087.47
201.2	5090.61
201.3	5093.87
201.4	5097.26
201.5	5100.78
201.6	5104.43
201.7	5108.21
201.8	5112.11
201.9	5116.14
202.0	5120.3
202.1	5124.59
202.2	5129.01
202.3	5133.55
202.4	5138.22
202.5	5143.02
202.6	5147.95
202.7	5153.01
202.8	5158.19
202.9	5163.5
203.0	5168.94
203.1	5174.51
203.2	5180.21
203.3	5186.03
203.4	5191.98
203.5	5198.06
203.6	5204.27
203.7	5210.61
203.8	5217.07
203.9	5223.6
204.0	5230.13
204.1	5236.66
204.2	5243.19
204.3	5249.72
204.4	5256.25
204.5	5262.78
204.6	5269.31
204.7	5275.84
204.8	5282.37
204.9	5288.9
205.0	5295.43
205.1	5301.96
205.2	5308.49
205.3	5315.02
205.4	5321.55
205.5	5328.08
205.6	5334.57
205.7	5340.99
205.8	5347.33
205.9	5353.59
206.0	5359.78
206.1	5365.89
206.2	5371.93
206.3	5377.89
206.4	5383.78
206.5	5389.59
206.6	5395.33
206.7	5400.99
206.8	5406.58
206.9	5412.09
207.0	5417.53
207.1	5422.89
207.2	5428.18
207.3	5433.39
207.4	5438.53
207.5	5443.66
207.6	5448.79
207.7	5453.92
207.8	5459.05
207.9	5464.18
208.0	5469.31
208.1	5474.44
208.2	5479.57
208.3	5484.7
208.4	5489.83
208.5	5494.96
208.6	5500.09
208.7	5505.22
208.8	5510.35
208.9	5515.48
209.0	5520.61
209.1	5525.74
209.2	5530.87
209.3	5536.0
209.4	5541.13
209.5	5546.26
209.6	5551.39
209.7	5556.52
209.8	5561.65
209.9	5566.78
210.0	5571.91
210.1	5577.04
210.2	5582.17
210.3	5587.3
210.4	5592.43
210.5	5597.56
210.6	5602.69
210.7	5607.82
210.8	5612.95
210.9	5618.08
211.0	5623.21
211.1	5628.34
211.2	5633.47
211.3	5638.6
211.4	5643.73
211.5	5648.86
211.6	5653.99
211.7	5659.12
211.8	5664.25
211.9	5669.38
212.0	5674.51
212.1	5679.64
212.2	5684.77
212.3	5689.9
212.4	5695.03
212.5	5700.16
212.6	5705.29
212.7	5710.42
212.8	5715.55
212.9	5720.68
213.0	5725.81
213.1	5730.94
213.2	5736.07
213.3	5741.2
213.4	5746.33
213.5	5751.46
213.6	5756.59
213.7	5761.72
213.8	5766.85
213.9	5771.98
214.0	5777.11
214.1	5782.24
214.2	5787.37
214.3	5792.5
214.4	5797.63
214.5	5802.76
214.6	5807.89
214.7	5813.02
214.8	5818.15
214.9	5823.28
215.0	5828.41
215.1	5833.54
215.2	5838.67
215.3	5843.8
215.4	5848.93
215.5	5854.06
215.6	5859.19
215.7	5864.32
215.8	5869.45
215.9	5874.58
216.0	5879.71
216.1	5884.84
216.2	5889.97
216.3	5895.1
216.4	5900.23
216.5	5905.36
216.6	5910.49
216.7	5915.62
216.8	5920.75
216.9	5925.88
217.0	5931.01
217.1	5936.14
217.2	5941.27
217.3	5946.4
217.4	5951.53
217.5	5956.66
217.6	5961.79
217.7	5966.92
217.8	5972.05
217.9	5977.18
218.0	5982.31
218.1	5987.44
218.2	5992.57
218.3	5997.7
218.4	6002.83
218.5	6007.96
218.6	6013.09
218.7	6018.22
218.8	6023.35
218.9	6028.48
219.0	6033.61
219.1	6038.74
219.2	6043.87
219.3	6049.0
219.4	6054.13
219.5	6059.26
219.6	6064.39
219.7	6069.52
219.8	6074.65
219.9	6079.78
220.0	6084.91
220.1	6090.04
220.2	6095.17
220.3	6100.3
220.4	6105.43
220.5	6110.56
220.6	6115.69
220.7	6120.82
220.8	6125.95
220.9	6131.08
221.0	6136.21
221.1	6141.34
221.2	6146.47
221.3	6151.6
221.4	6156.73
221.5	6161.86
221.6	6166.99
221.7	6172.12
221.8	6177.25
221.9	6182.38
222.0	6187.51
222.1	6192.64
222.2	6197.77
222.3	6202.9
222.4	6208.03
222.5	6213.16
222.6	6218.29
222.7	6223.42
222.8	6228.55
222.9	6233.68
223.0	6238.81
223.1	6243.94
223.2	6249.07
223.3	6254.2
223.4	6259.33
223.5	6264.46
223.6	6269.59
223.7	6274.72
223.8	6279.85
223.9	6284.98
224.0	6290.11
224.1	6295.24
224.2	6300.37
224.3	6305.5
224.4	6310.63
224.5	6315.76
224.6	6320.89
224.7	6326.02
224.8	6331.15
224.9	6336.28
225.0	6341.41
225.1	6346.54
225.2	6351.67
225.3	6356.8
225.4	6361.93
225.5	6367.06
225.6	6372.19
225.7	6377.32
225.8	6382.45
225.9	6387.58
226.0	6392.71
226.1	6397.84
226.2	6402.97
226.3	6408.1
226.4	6413.23
226.5	6418.36
226.6	6423.49
226.7	6428.62
226.8	6433.75
226.9	6438.88
227.0	6444.01
227.1	6449.14
227.2	6454.27
227.3	6459.4
227.4	6464.53
227.5	6469.66
227.6	6474.79
227.7	6479.92
227.8	6485.05
227.9	6490.18
228.0	6495.31
228.1	6500.44
228.2	6505.57
228.3	6510.7
228.4	6515.83
228.5	6520.96
228.6	6526.09
228.7	6531.22
228.8	6536.35
228.9	6541.48
229.0	6546.61
229.1	6551.74
229.2	6556.87
229.3	6562.0
229.4	6567.13
229.5	6572.26
229.6	6577.39
229.7	6582.52
229.8	6587.65
229.9	6592.78
230.0	6597.91
230.1	6603.04
230.2	6608.17
230.3	6613.3
230.4	6618.43
230.5	6623.56
230.6	6628.69
230.7	6633.82
230.8	6638.95
230.9	6644.08
231.0	6649.21
231.1	6654.34
231.2	6659.47
231.3	6664.6
231.4	6669.73
231.5	6674.86
231.6	6679.99
231.7	6685.12
231.8	6690.25
231.9	6695.38
232.0	6700.51
232.1	6705.64
232.2	6710.77
232.3	6715.9
232.4	6721.03
232.5	6726.16
232.6	6731.29
232.7	6736.42
232.8	6741.55
232.9	6746.68
233.0	6751.81
233.1	6756.94
233.2	6762.07
233.3	6767.2
233.4	6772.33
233.5	6777.46
233.6	6782.59
233.7	6787.72
233.8	6792.85
233.9	6797.98
234.0	6803.11
234.1	6808.24
234.2	6813.37
234.3	6818.5
234.4	6823.63
234.5	6828.76
234.6	6833.89
234.7	6839.02
234.8	6844.15
234.9	6849.28
235.0	6854.41
235.1	6859.54
235.2	6864.67
235.3	6869.8
235.4	6874.93
235.5	6880.06
235.6	6885.19
235.7	6890.32
235.8	6895.45
235.9	6900.58
236.0	6905.71
236.1	6910.84
236.2	6915.97
236.3	6921.1
236.4	6926.23
236.5	6931.36
236.6	6936.49
236.7	6941.62
236.8	6946.75
236.9	6951.88
237.0	6957.01
237.1	6962.14
237.2	6967.27
237.3	6972.4
237.4	6977.53
237.5	6982.66
237.6	6987.79
237.7	6992.92
237.8	6998.05
237.9	7003.18
238.0	7008.31
238.1	7013.44
238.2	7018.57
238.3	7023.7
238.4	7028.83
238.5	7033.96
238.6	7039.09
238.7	7044.22
238.8	7049.35
238.9	7054.48
239.0	7059.61
239.1	7064.74
239.2	7069.87
239.3	7075.0
239.4	7080.13
239.5	7085.26
239.6	7090.39
239.7	7095.52
239.8	7100.65
239.9	7105.78
240.0	7110.91
240.1	7116.04
240.2	7121.17
240.3	7126.3
240.4	7131.43
240.5	7136.56
240.6	7141.69
240.7	7146.82
240.8	7151.95
240.9	7157.08
241.0	7162.21
241.1	7167.34
241.2	7172.47
241.3	7177.6
241.4	7182.73
241.5	7187.86
241.6	7192.99
241.7	7198.12
241.8	7203.25
241.9	7208.38
242.0	7213.51
242.1	7218.64
242.2	7223.77
242.3	7228.9
242.4	7234.03
242.5	7239.16
242.6	7244.29
242.7	7249.42
242.8	7254.55
242.9	7259.68
243.0	7264.81
243.1	7269.94
243.2	7275.07
243.3	7280.2
243.4	7285.33
243.5	7290.46
243.6	7295.59
243.7	7300.72
243.8	7305.85
243.9	7310.98
244.0	7316.11
244.1	7321.24
244.2	7326.37
244.3	7331.5
244.4	7336.63
244.5	7341.76
244.6	7346.89
244.7	7352.02
244.8	7357.15
244.9	7362.28
245.0	7367.41
245.1	7372.54
245.2	7377.67
245.3	7382.8
245.4	7387.93
245.5	7393.06
245.6	7398.19
245.7	7403.32
245.8	7408.45
245.9	7413.58
246.0	7418.71
246.1	7423.84
246.2	7428.97
246.3	7434.1
246.4	7439.23
246.5	7444.36
246.6	7449.49
246.7	7454.62
246.8	7459.75
246.9	7464.88
247.0	7470.01
247.1	7475.14
247.2	7480.27
247.3	7485.4
247.4	7490.53
247.5	7495.66
247.6	7500.79
247.7	7505.92
247.8	7511.05
247.9	7516.18
248.0	7521.31
248.1	7526.44
248.2	7531.57
248.3	7536.7
248.4	7541.83
248.5	7546.96
248.6	7552.09
248.7	7557.22
248.8	7562.35
248.9	7567.48
249.0	7572.61
249.1	7577.74
249.2	7582.87
249.3	7588.0
249.4	7593.13
249.5	7598.26
249.6	7603.39
249.7	7608.52
249.8	7613.65
249.9	7618.78
250.0	7623.91
250.1	7629.04
250.2	7634.17
250.3	7639.3
250.4	7644.43
250.5	7649.56
250.6	7654.69
250.7	7659.82
250.8	7664.95
250.9	7670.08
251.0	7675.21
251.1	7680.34
251.2	7685.47
251.3	7690.6
251.4	7695.73
251.5	7700.86
251.6	7705.99
251.7	7711.12
251.8	7716.25
251.9	7721.38
252.0	7726.51
252.1	7731.64
252.2	7736.77
252.3	7741.9
252.4	7747.03
252.5	7752.16
252.6	7757.29
252.7	7762.42
252.8	7767.55
252.9	7772.68
253.0	7777.81
253.1	7782.94
253.2	7788.07
253.3	7793.2
253.4	7798.33
253.5	7803.46
253.6	7808.59
253.7	7813.72
253.8	7818.85
253.9	7823.98
254.0	7829.11
254.1	7834.24
254.2	7839.37
254.3	7844.5
254.4	7849.63
254.5	7854.76
254.6	7859.89
254.7	7865.02
254.8	7870.15
254.9	7875.28
255.0	7880.41
255.1	7885.54
255.2	7890.67
255.3	7895.8
255.4	7900.93
255.5	7906.06
255.6	7911.19
255.7	7916.32
255.8	7921.45
255.9	7926.58
256.0	7931.71
256.1	7936.84
256.2	7941.97
256.3	7947.1
256.4	7952.23
256.5	7957.36
256.6	7962.49
256.7	7967.62
256.8	7972.75
256.9	7977.88
257.0	7983.01
257.1	7988.14
257.2	7993.27
257.3	7998.4
257.4	8003.53
257.5	8008.66
257.6	8013.79
257.7	8018.92
257.8	8024.05
257.9	8029.18
258.0	8034.31
258.1	8039.44
258.2	8044.57
258.3	8049.7
258.4	8054.83
258.5	8059.96
258.6	8065.09
258.7	8070.22
258.8	8075.35
258.9	8080.48
259.0	8085.61
259.1	8090.74
259.2	8095.87
259.3	8101.0
259.4	8106.13
259.5	8111.26
259.6	8116.39
259.7	8121.52
259.8	8126.65
259.9	8131.78
260.0	8136.91
260.1	8142.04
260.2	8147.17
260.3	8152.3
260.4	8157.43
260.5	8162.56
260.6	8167.69
260.7	8172.82
260.8	8177.95
260.9	8183.08
261.0	8188.21
261.1	8193.34
261.2	8198.47
261.3	8203.6
261.4	8208.73
261.5	8213.86
261.6	8218.99
261.7	8224.12
261.8	8229.25
261.9	8234.38
262.0	8239.51
262.1	8244.64
262.2	8249.77
262.3	8254.9
262.4	8260.03
262.5	8265.16
262.6	8270.29
262.7	8275.42
262.8	8280.55
262.9	8285.68
263.0	8290.81
263.1	8295.94
263.2	8301.07
263.3	8306.2
263.4	8311.33
263.5	8316.46
263.6	8321.59
263.7	8326.72
263.8	8331.85
263.9	8336.98
264.0	8342.11
