t	x
51.7	1712.82
51.8	1717.95
51.9	1723.08
52.0	1728.21
52.1	1733.34
52.2	1738.47
52.3	1743.6
52.4	1748.73
52.5	1753.86
52.6	1758.99
52.7	1764.12
52.8	1769.25
52.9	1774.38
53.0	1779.51
53.1	1784.64
53.2	1789.77
53.3	1794.9
53.4	1800.03
53.5	1805.16
53.6	1810.29
53.7	1815.42
53.8	1820.55
53.9	1825.68
54.0	1830.81
54.1	1835.94
54.2	1841.07
54.3	1846.2
54.4	1851.33
54.5	1856.46
54.6	1861.59
54.7	1866.72
54.8	1871.85
54.9	1876.98
55.0	1882.11
55.1	1887.24
55.2	1892.37
55.3	1897.5
55.4	1902.63
55.5	1907.76
55.6	1912.89
55.7	1918.02
55.8	1923.15
55.9	1928.28
56.0	1933.41
56.1	1938.54
56.2	1943.67
56.3	1948.8
56.4	1953.93
56.5	1959.06
56.6	1964.19
56.7	1969.32
56.8	1974.45
56.9	1979.58
57.0	1984.71
57.1	1989.84
57.2	1994.97
57.3	2000.1
57.4	2005.23
57.5	2010.36
57.6	2015.49
57.7	2020.62
57.8	2025.75
57.9	2030.88
58.0	2036.01
58.1	2041.14
58.2	2046.27
58.3	2051.4
58.4	2056.53
58.5	2061.66
58.6	2066.79
58.7	2071.92
58.8	2077.05
58.9	2082.18
59.0	2087.31
59.1	2092.44
59.2	2097.57
59.3	2102.7
59.4	2107.83
59.5	2112.96
59.6	2118.09
59.7	2123.22
59.8	2128.35
59.9	2133.48
60.0	2138.61
60.1	2143.74
60.2	2148.87
60.3	2154.0
60.4	2159.13
60.5	2164.26
60.6	2169.39
60.7	2174.52
60.8	2179.65
60.9	2184.78
61.0	2189.91
61.1	2195.04
61.2	2200.17
61.3	2205.3
61.4	2210.43
61.5	2215.56
61.6	2220.69
61.7	2225.82
61.8	2230.95
61.9	2236.08
62.0	2241.21
62.1	2246.34
62.2	2251.47
62.3	2256.6
62.4	2261.73
62.5	2266.86
62.6	2271.99
62.7	2277.12
62.8	2282.25
62.9	2287.38
63.0	2292.51
63.1	2297.64
63.2	2302.77
63.3	2307.9
63.4	2313.03
63.5	2318.16
63.6	2323.29
63.7	2328.42
63.8	2333.55
63.9	2338.68
64.0	2343.81
64.1	2348.94
64.2	2354.07
64.3	2359.2
64.4	2364.33
64.5	2369.46
64.6	2374.59
64.7	2379.72
64.8	2384.85
64.9	2389.98
65.0	2395.11
65.1	2400.24
65.2	2405.37
65.3	2410.5
65.4	2415.63
65.5	2420.76
65.6	2425.89
65.7	2431.02
65.8	2436.15
65.9	2441.28
66.0	2446.41
66.1	2451.54
66.2	2456.67
66.3	2461.8
66.4	2466.93
66.5	2472.06
66.6	2477.19
66.7	2482.32
66.8	2487.45
66.9	2492.58
67.0	2497.71
67.1	2502.84
67.2	2507.97
67.3	2513.1
67.4	2518.23
67.5	2523.31
67.6	2528.3
67.7	2533.19
67.8	2537.98
67.9	2542.67
68.0	2547.26
68.1	2551.76
68.2	2556.16
68.3	2560.46
68.4	2564.66
68.5	2568.76
68.6	2572.77
68.7	2576.68
68.8	2580.49
68.9	2584.2
69.0	2587.81
69.1	2591.33
69.2	2594.75
69.3	2598.07
69.4	2601.29
69.5	2604.41
69.6	2607.44
69.7	2610.37
69.8	2613.2
69.9	2615.93
70.0	2618.56
70.1	2621.1
70.2	2623.54
70.3	2625.88
70.4	2628.12
70.5	2630.26
70.6	2632.31
70.7	2634.26
70.8	2636.11
70.9	2637.86
71.0	2639.51
71.1	2641.07
71.2	2642.53
71.3	2643.89
71.4	2645.15
71.5	2646.31
71.6	2647.38
71.7	2648.35
71.8	2649.22
71.9	2649.99
72.0	2650.66
72.1	2651.24
72.2	2651.72
72.3	2652.1
72.4	2652.38
72.5	2652.56
72.6	2652.65
72.7	2652.64
72.8	2652.64
72.9	2652.64
73.0	2652.64
73.1	2652.64
73.2	2652.64
73.3	2652.64
73.4	2652.64
73.5	2652.64
73.6	2652.64
73.7	2652.64
73.8	2652.64
73.9	2652.64
74.0	2652.64
74.1	2652.64
74.2	2652.64
74.3	2652.64
74.4	2652.64
74.5	2652.64
74.6	2652.64
74.7	2652.64
74.8	2652.64
74.9	2652.64
75.0	2652.64
75.1	2652.64
75.2	2652.64
75.3	2652.64
75.4	2652.64
75.5	2652.64
75.6	2652.64
75.7	2652.64
75.8	2652.64
75.9	2652.64
76.0	2652.64
76.1	2652.64
76.2	2652.64
76.3	2652.64
76.4	2652.64
76.5	2652.64
76.6	2652.64
76.7	2652.64
76.8	2652.64
76.9	2652.64
77.0	2652.64
77.1	2652.64
77.2	2652.64
77.3	2652.64
77.4	2652.64
77.5	2652.64
77.6	2652.64
77.7	2652.64
77.8	2652.64
77.9	2652.64
78.0	2652.64
78.1	2652.64
78.2	2652.64
78.3	2652.64
78.4	2652.64
78.5	2652.64
78.6	2652.64
78.7	2652.64
78.8	2652.64
78.9	2652.64
79.0	2652.64
79.1	2652.64
79.2	2652.64
79.3	2652.64
79.4	2652.64
79.5	2652.64
79.6	2652.64
79.7	2652.64
79.8	2652.64
79.9	2652.64
80.0	2652.64
80.1	2652.64
80.2	2652.64
80.3	2652.64
80.4	2652.64
80.5	2652.64
80.6	2652.64
80.7	2652.64
80.8	2652.64
80.9	2652.64
81.0	2652.64
81.1	2652.64
81.2	2652.64
81.3	2652.64
81.4	2652.64
81.5	2652.64
81.6	2652.64
81.7	2652.64
81.8	2652.64
81.9	2652.64
82.0	2652.64
82.1	2652.64
82.2	2652.64
82.3	2652.64
82.4	2652.64
82.5	2652.64
82.6	2652.64
82.7	2652.64
82.8	2652.64
82.9	2652.64
83.0	2652.64
83.1	2652.64
83.2	2652.64
83.3	2652.64
83.4	2652.64
83.5	2652.64
83.6	2652.64
83.7	2652.64
83.8	2652.64
83.9	2652.64
84.0	2652.64
84.1	2652.64
84.2	2652.64
84.3	2652.64
84.4	2652.64
84.5	2652.64
84.6	2652.64
84.7	2652.64
84.8	2652.64
84.9	2652.64
85.0	2652.64
85.1	2652.64
85.2	2652.64
85.3	2652.64
85.4	2652.64
85.5	2652.64
85.6	2652.64
85.7	2652.64
85.8	2652.64
85.9	2652.64
86.0	2652.64
86.1	2652.64
86.2	2652.64
86.3	2652.64
86.4	2652.64
86.5	2652.64
86.6	2652.64
86.7	2652.64
86.8	2652.64
86.9	2652.64
87.0	2652.64
87.1	2652.64
87.2	2652.64
87.3	2652.64
87.4	2652.64
87.5	2652.64
87.6	2652.64
87.7	2652.64
87.8	2652.64
87.9	2652.64
88.0	2652.64
88.1	2652.64
88.2	2652.64
88.3	2652.64
88.4	2652.64
88.5	2652.64
88.6	2652.64
88.7	2652.64
88.8	2652.64
88.9	2652.64
89.0	2652.64
89.1	2652.64
89.2	2652.64
89.3	2652.64
89.4	2652.64
89.5	2652.64
89.6	2652.64
89.7	2652.64
89.8	2652.64
89.9	2652.64
90.0	2652.64
90.1	2652.64
90.2	2652.64
90.3	2652.64
90.4	2652.64
90.5	2652.64
90.6	2652.64
90.7	2652.64
90.8	2652.64
90.9	2652.64
91.0	2652.64
91.1	2652.64
91.2	2652.64
91.3	2652.64
91.4	2652.64
91.5	2652.64
91.6	2652.64
91.7	2652.64
91.8	2652.64
91.9	2652.64
92.0	2652.64
92.1	2652.64
92.2	2652.64
92.3	2652.64
92.4	2652.64
92.5	2652.64
92.6	2652.64
92.7	2652.64
92.8	2652.64
92.9	2652.64
93.0	2652.64
93.1	2652.64
93.2	2652.64
93.3	2652.64
93.4	2652.64
93.5	2652.64
93.6	2652.64
93.7	2652.64
93.8	2652.64
93.9	2652.64
94.0	2652.64
94.1	2652.64
94.2	2652.64
94.3	2652.64
94.4	2652.64
94.5	2652.64
94.6	2652.64
94.7	2652.64
94.8	2652.64
94.9	2652.64
95.0	2652.64
95.1	2652.64
95.2	2652.64
95.3	2652.64
95.4	2652.64
95.5	2652.64
95.6	2652.64
95.7	2652.64
95.8	2652.64
95.9	2652.64
96.0	2652.64
96.1	2652.64
96.2	2652.64
96.3	2652.64
96.4	2652.64
96.5	2652.64
96.6	2652.64
96.7	2652.64
96.8	2652.64
96.9	2652.64
97.0	2652.64
97.1	2652.64
97.2	2652.64
97.3	2652.64
97.4	2652.64
97.5	2652.64
97.6	2652.64
97.7	2652.64
97.8	2652.64
97.9	2652.64
98.0	2652.64
98.1	2652.64
98.2	2652.64
98.3	2652.64
98.4	2652.64
98.5	2652.64
98.6	2652.64
98.7	2652.64
98.8	2652.64
98.9	2652.64
99.0	2652.64
99.1	2652.64
99.2	2652.64
99.3	2652.64
99.4	2652.64
99.5	2652.64
99.6	2652.64
99.7	2652.64
99.8	2652.64
99.9	2652.64
100.0	2652.64
100.1	2652.64
100.2	2652.64
100.3	2652.64
100.4	2652.64
100.5	2652.64
100.6	2652.64
100.7	2652.64
100.8	2652.64
100.9	2652.64
101.0	2652.64
101.1	2652.64
101.2	2652.64
101.3	2652.64
101.4	2652.64
101.5	2652.64
101.6	2652.64
101.7	2652.64
101.8	2652.64
101.9	2652.64
102.0	2652.64
102.1	2652.64
102.2	2652.64
102.3	2652.64
102.4	2652.64
102.5	2652.64
102.6	2652.64
102.7	2652.64
102.8	2652.64
102.9	2652.64
103.0	2652.64
103.1	2652.64
103.2	2652.64
103.3	2652.64
103.4	2652.64
103.5	2652.64
103.6	2652.64
103.7	2652.64
103.8	2652.64
103.9	2652.64
104.0	2652.64
104.1	2652.64
104.2	2652.64
104.3	2652.64
104.4	2652.64
104.5	2652.64
104.6	2652.64
104.7	2652.64
104.8	2652.64
104.9	2652.64
105.0	2652.64
105.1	2652.64
105.2	2652.64
105.3	2652.64
105.4	2652.64
105.5	2652.64
105.6	2652.64
105.7	2652.64
105.8	2652.64
105.9	2652.64
106.0	2652.64
106.1	2652.64
106.2	2652.64
106.3	2652.64
106.4	2652.64
106.5	2652.64
106.6	2652.64
106.7	2652.64
106.8	2652.64
106.9	2652.64
107.0	2652.64
107.1	2652.64
107.2	2652.64
107.3	2652.64
107.4	2652.64
107.5	2652.64
107.6	2652.64
107.7	2652.64
107.8	2652.64
107.9	2652.64
108.0	2652.64
108.1	2652.64
108.2	2652.64
108.3	2652.64
108.4	2652.64
108.5	2652.64
108.6	2652.64
108.7	2652.64
108.8	2652.64
108.9	2652.64
109.0	2652.64
109.1	2652.64
109.2	2652.64
109.3	2652.64
109.4	2652.64
109.5	2652.64
109.6	2652.64
109.7	2652.64
109.8	2652.64
109.9	2652.64
110.0	2652.64
110.1	2652.64
110.2	2652.64
110.3	2652.64
110.4	2652.64
110.5	2652.64
110.6	2652.64
110.7	2652.64
110.8	2652.64
110.9	2652.64
111.0	2652.64
111.1	2652.7
111.2	2652.88
111.3	2653.18
111.4	2653.6
111.5	2654.14
111.6	2654.79
111.7	2655.56
111.8	2656.45
111.9	2657.46
112.0	2658.59
112.1	2659.84
112.2	2661.21
112.3	2662.7
112.4	2664.31
112.5	2666.04
112.6	2667.88
112.7	2669.84
112.8	2671.92
112.9	2674.12
113.0	2676.44
113.1	2678.88
113.2	2681.44
113.3	2684.12
113.4	2686.92
113.5	2689.84
113.6	2692.87
113.7	2696.02
113.8	2699.29
113.9	2702.68
114.0	2706.19
114.1	2709.82
114.2	2713.57
114.3	2717.44
114.4	2721.43
114.5	2725.54
114.6	2729.76
114.7	2734.1
114.8	2738.56
114.9	2743.14
115.0	2747.84
115.1	2752.66
115.2	2757.6
115.3	2762.66
115.4	2767.84
115.5	2773.14
115.6	2778.55
115.7	2784.08
115.8	2789.73
115.9	2795.5
116.0	2801.39
116.1	2807.4
116.2	2813.53
116.3	2819.78
116.4	2826.15
116.5	2832.64
116.6	2839.18
116.7	2845.72
116.8	2852.26
116.9	2858.81
117.0	2865.36
117.1	2871.91
117.2	2878.45
117.3	2884.99
117.4	2891.53
117.5	2898.08
117.6	2904.62
117.7	2911.16
117.8	2917.7
117.9	2924.24
118.0	2930.78
118.1	2937.33
118.2	2943.84
118.3	2950.27
118.4	2956.63
118.5	2962.91
118.6	2969.12
118.7	2975.25
118.8	2981.31
118.9	2987.29
119.0	2993.2
119.1	2999.03
119.2	3004.79
119.3	3010.47
119.4	3016.08
119.5	3021.61
119.6	3027.07
119.7	3032.45
119.8	3037.76
119.9	3042.99
120.0	3048.15
120.1	3053.27
120.2	3058.39
120.3	3063.51
120.4	3068.63
120.5	3073.75
120.6	3078.87
120.7	3083.99
120.8	3089.11
120.9	3094.23
121.0	3099.35
121.1	3104.47
121.2	3109.59
121.3	3114.71
121.4	3119.83
121.5	3124.95
121.6	3130.07
121.7	3135.19
121.8	3140.31
121.9	3145.43
122.0	3150.55
122.1	3155.67
122.2	3160.79
122.3	3165.91
122.4	3171.03
122.5	3176.15
122.6	3181.27
122.7	3186.39
122.8	3191.51
122.9	3196.63
123.0	3201.75
123.1	3206.87
123.2	3211.99
123.3	3217.11
123.4	3222.23
123.5	3227.35
123.6	3232.47
123.7	3237.59
123.8	3242.71
123.9	3247.83
124.0	3252.95
124.1	3258.07
124.2	3263.19
124.3	3268.31
124.4	3273.43
124.5	3278.55
124.6	3283.67
124.7	3288.79
124.8	3293.91
124.9	3299.03
125.0	3304.15
125.1	3309.27
125.2	3314.39
125.3	3319.51
125.4	3324.63
125.5	3329.75
125.6	3334.87
125.7	3339.99
125.8	3345.11
125.9	3350.23
126.0	3355.35
126.1	3360.47
126.2	3365.59
126.3	3370.71
126.4	3375.83
126.5	3380.95
126.6	3386.07
126.7	3391.19
126.8	3396.31
126.9	3401.43
127.0	3406.55
127.1	3411.67
127.2	3416.79
127.3	3421.91
127.4	3427.03
127.5	3432.15
127.6	3437.27
127.7	3442.39
127.8	3447.51
127.9	3452.63
128.0	3457.75
128.1	3462.87
128.2	3467.99
128.3	3473.11
128.4	3478.23
128.5	3483.35
128.6	3488.47
128.7	3493.59
128.8	3498.71
128.9	3503.83
129.0	3508.95
129.1	3514.07
129.2	3519.19
129.3	3524.31
129.4	3529.43
129.5	3534.55
129.6	3539.67
129.7	3544.79
129.8	3549.91
129.9	3555.03
130.0	3560.15
130.1	3565.27
130.2	3570.39
130.3	3575.51
130.4	3580.63
130.5	3585.75
130.6	3590.87
130.7	3595.99
130.8	3601.11
130.9	3606.23
131.0	3611.35
131.1	3616.47
131.2	3621.59
131.3	3626.71
131.4	3631.83
131.5	3636.95
131.6	3642.07
131.7	3647.19
131.8	3652.31
131.9	3657.43
132.0	3662.55
132.1	3667.67
132.2	3672.79
132.3	3677.91
132.4	3683.03
132.5	3688.15
132.6	3693.27
132.7	3698.39
132.8	3703.51
132.9	3708.63
133.0	3713.75
133.1	3718.87
133.2	3723.99
133.3	3729.11
133.4	3734.23
133.5	3739.35
133.6	3744.47
133.7	3749.59
133.8	3754.71
133.9	3759.83
134.0	3764.95
134.1	3770.07
134.2	3775.19
134.3	3780.31
134.4	3785.43
134.5	3790.55
134.6	3795.67
134.7	3800.79
134.8	3805.91
134.9	3811.03
135.0	3816.15
135.1	3821.27
135.2	3826.39
135.3	3831.51
135.4	3836.63
135.5	3841.75
135.6	3846.87
135.7	3851.99
135.8	3857.11
135.9	3862.23
136.0	3867.35
136.1	3872.47
136.2	3877.59
136.3	3882.71
136.4	3887.83
136.5	3892.95
136.6	3898.07
136.7	3903.19
136.8	3908.31
136.9	3913.43
137.0	3918.55
137.1	3923.67
137.2	3928.79
137.3	3933.91
137.4	3939.03
137.5	3944.15
137.6	3949.27
137.7	3954.39
137.8	3959.51
137.9	3964.63
138.0	3969.75
138.1	3974.87
138.2	3979.99
138.3	3985.11
138.4	3990.23
138.5	3995.35
138.6	4000.47
138.7	4005.59
138.8	4010.71
138.9	4015.83
139.0	4020.95
139.1	4026.07
139.2	4031.19
139.3	4036.31
139.4	4041.43
139.5	4046.55
139.6	4051.67
139.7	4056.79
139.8	4061.91
139.9	4067.03
140.0	4072.15
140.1	4077.27
140.2	4082.39
140.3	4087.51
140.4	4092.63
140.5	4097.75
140.6	4102.87
140.7	4107.99
140.8	4113.11
140.9	4118.23
141.0	4123.35
141.1	4128.47
141.2	4133.59
141.3	4138.71
141.4	4143.83
141.5	4148.95
141.6	4154.07
141.7	4159.19
141.8	4164.31
141.9	4169.43
142.0	4174.55
142.1	4179.67
142.2	4184.79
142.3	4189.91
142.4	4195.03
142.5	4200.15
142.6	4205.27
142.7	4210.39
142.8	4215.51
142.9	4220.63
143.0	4225.75
143.1	4230.87
143.2	4235.99
143.3	4241.11
143.4	4246.23
143.5	4251.35
143.6	4256.47
143.7	4261.59
143.8	4266.71
143.9	4271.83
144.0	4276.95
144.1	4282.07
144.2	4287.19
144.3	4292.31
144.4	4297.43
144.5	4302.55
144.6	4307.67
144.7	4312.79
144.8	4317.91
144.9	4323.03
145.0	4328.15
145.1	4333.27
145.2	4338.39
145.3	4343.51
145.4	4348.63
145.5	4353.75
145.6	4358.87
145.7	4363.99
145.8	4369.11
145.9	4374.23
146.0	4379.35
146.1	4384.47
146.2	4389.59
146.3	4394.71
146.4	4399.83
146.5	4404.95
146.6	4410.07
146.7	4415.19
146.8	4420.31
146.9	4425.43
147.0	4430.55
147.1	4435.67
147.2	4440.79
147.3	4445.91
147.4	4451.03
147.5	4456.15
147.6	4461.27
147.7	4466.39
147.8	4471.51
147.9	4476.63
148.0	4481.75
148.1	4486.87
148.2	4491.99
148.3	4497.11
148.4	4502.23
148.5	4507.35
148.6	4512.47
148.7	4517.59
148.8	4522.71
148.9	4527.83
149.0	4532.95
149.1	4538.07
149.2	4543.19
149.3	4548.31
149.4	4553.43
149.5	4558.55
149.6	4563.67
149.7	4568.79
149.8	4573.91
149.9	4579.03
150.0	4584.15
150.1	4589.27
150.2	4594.39
150.3	4599.51
150.4	4604.63
150.5	4609.75
150.6	4614.87
150.7	4619.99
150.8	4625.11
150.9	4630.23
151.0	4635.35
151.1	4640.47
151.2	4645.59
151.3	4650.71
151.4	4655.83
151.5	4660.95
151.6	4666.07
151.7	4671.19
151.8	4676.31
151.9	4681.43
152.0	4686.55
152.1	4691.67
152.2	4696.79
152.3	4701.91
152.4	4707.03
152.5	4712.15
152.6	4717.27
152.7	4722.39
152.8	4727.51
152.9	4732.63
153.0	4737.75
153.1	4742.87
153.2	4747.99
153.3	4753.11
153.4	4758.23
153.5	4763.35
153.6	4768.47
153.7	4773.59
153.8	4778.71
153.9	4783.83
154.0	4788.95
154.1	4794.07
154.2	4799.19
154.3	4804.31
154.4	4809.43
154.5	4814.55
154.6	4819.67
154.7	4824.79
154.8	4829.91
154.9	4835.03
155.0	4840.15
155.1	4845.27
155.2	4850.39
155.3	4855.51
155.4	4860.63
155.5	4865.75
155.6	4870.87
155.7	4875.99
155.8	4881.11
155.9	4886.23
156.0	4891.35
156.1	4896.47
156.2	4901.59
156.3	4906.71
156.4	4911.83
156.5	4916.95
156.6	4922.02
156.7	4926.99
156.8	4931.86
156.9	4936.64
157.0	4941.32
157.1	4945.9
157.2	4950.38
157.3	4954.76
157.4	4959.05
157.5	4963.24
157.6	4967.33
157.7	4971.32
157.8	4975.21
157.9	4979.01
158.0	4982.71
158.1	4986.31
158.2	4989.81
158.3	4993.21
158.4	4996.52
158.5	4999.73
158.6	5002.84
158.7	5005.85
158.8	5008.76
158.9	5011.58
159.0	5014.3
159.1	5016.92
159.2	5019.44
159.3	5021.86
159.4	5024.19
159.5	5026.42
159.6	5028.55
159.7	5030.58
159.8	5032.51
159.9	5034.35
160.0	5036.09
160.1	5037.73
160.2	5039.27
160.3	5040.71
160.4	5042.06
160.5	5043.31
160.6	5044.46
160.7	5045.51
160.8	5046.46
160.9	5047.32
161.0	5048.08
161.1	5048.74
161.2	5049.3
161.3	5049.76
161.4	5050.13
161.5	5050.4
161.6	5050.57
161.7	5050.64
161.8	5050.61
161.9	5050.61
162.0	5050.61
162.1	5050.61
162.2	5050.61
162.3	5050.61
162.4	5050.61
162.5	5050.61
162.6	5050.61
162.7	5050.61
162.8	5050.61
162.9	5050.61
163.0	5050.61
163.1	5050.61
163.2	5050.61
163.3	5050.61
163.4	5050.61
163.5	5050.61
163.6	5050.61
163.7	5050.61
163.8	5050.61
163.9	5050.61
164.0	5050.61
164.1	5050.61
164.2	5050.61
164.3	5050.61
164.4	5050.61
164.5	5050.61
164.6	5050.61
164.7	5050.61
164.8	5050.61
164.9	5050.61
165.0	5050.61
165.1	5050.61
165.2	5050.61
165.3	5050.61
165.4	5050.61
165.5	5050.61
165.6	5050.61
165.7	5050.61
165.8	5050.61
165.9	5050.61
166.0	5050.61
166.1	5050.61
166.2	5050.61
166.3	5050.61
166.4	5050.61
166.5	5050.61
166.6	5050.61
166.7	5050.61
166.8	5050.61
166.9	5050.61
167.0	5050.61
167.1	5050.61
167.2	5050.61
167.3	5050.61
167.4	5050.61
167.5	5050.61
167.6	5050.61
167.7	5050.61
167.8	5050.61
167.9	5050.61
168.0	5050.61
168.1	5050.61
168.2	5050.61
168.3	5050.61
168.4	5050.61
168.5	5050.61
168.6	5050.61
168.7	5050.61
168.8	5050.61
168.9	5050.61
169.0	5050.61
169.1	5050.61
169.2	5050.61
169.3	5050.61
169.4	5050.61
169.5	5050.61
169.6	5050.61
169.7	5050.61
169.8	5050.61
169.9	5050.61
170.0	5050.61
170.1	5050.61
170.2	5050.61
170.3	5050.61
170.4	5050.61
170.5	5050.61
170.6	5050.61
170.7	5050.61
170.8	5050.61
170.9	5050.61
171.0	5050.61
171.1	5050.61
171.2	5050.61
171.3	5050.61
171.4	5050.61
171.5	5050.61
171.6	5050.61
171.7	5050.61
171.8	5050.61
171.9	5050.61
172.0	5050.61
172.1	5050.61
172.2	5050.61
172.3	5050.61
172.4	5050.61
172.5	5050.61
172.6	5050.61
172.7	5050.61
172.8	5050.61
172.9	5050.61
173.0	5050.61
173.1	5050.61
173.2	5050.61
173.3	5050.61
173.4	5050.61
173.5	5050.61
173.6	5050.61
173.7	5050.61
173.8	5050.61
173.9	5050.61
174.0	5050.61
174.1	5050.61
174.2	5050.61
174.3	5050.61
174.4	5050.61
174.5	5050.61
174.6	5050.61
174.7	5050.61
174.8	5050.61
174.9	5050.61
175.0	5050.61
175.1	5050.61
175.2	5050.61
175.3	5050.61
175.4	5050.61
175.5	5050.61
175.6	5050.61
175.7	5050.61
175.8	5050.61
175.9	5050.61
176.0	5050.61
176.1	5050.61
176.2	5050.61
176.3	5050.61
176.4	5050.61
176.5	5050.61
176.6	5050.61
176.7	5050.61
176.8	5050.61
176.9	5050.61
177.0	5050.61
177.1	5050.61
177.2	5050.61
