TimeStamp,EventID,Parameter,Signal,Cycle,CL,YellowStart,RedStart,GreenStart,GreenTime,AIC,TUG,SSC,Headway,ODT,Gap
2022-12-14T15:00:46.500Z,82,9,R,1,120,2022-12-14T15:00:35Z,2022-12-14T15:00:38.600Z,2022-12-14T15:01:50.300Z,75.3,11.5,63.8,RG,73.5,73.3,0.2
2022-12-14T15:00:53.800Z,82,11,R,1,120,2022-12-14T15:00:35Z,2022-12-14T15:00:38.600Z,2022-12-14T15:01:50.300Z,75.3,18.8,56.5,RG,63.4,63.3,0.1
2022-12-14T15:01:27.300Z,82,10,R,1,120,2022-12-14T15:00:35Z,2022-12-14T15:00:38.600Z,2022-12-14T15:01:50.300Z,75.3,52.3,23,RG,31.8,31,0.8
2022-12-14T15:01:57.200Z,82,11,G,1,120,2022-12-14T15:00:35Z,2022-12-14T15:00:38.600Z,2022-12-14T15:01:50.300Z,75.3,82.2,-6.9,GG,3.6,2.3,1.3
2022-12-14T15:01:59.100Z,82,10,G,1,120,2022-12-14T15:00:35Z,2022-12-14T15:00:38.600Z,2022-12-14T15:01:50.300Z,75.3,84.1,-8.8,GG,3.2,2.1,1.1
2022-12-14T15:02:00Z,82,9,G,1,120,2022-12-14T15:00:35Z,2022-12-14T15:00:38.600Z,2022-12-14T15:01:50.300Z,75.3,85,-9.7,GG,2.3,1.8,0.5
2022-12-14T15:02:00.800Z,82,11,G,1,120,2022-12-14T15:00:35Z,2022-12-14T15:00:38.600Z,2022-12-14T15:01:50.300Z,75.3,85.8,-10.5,GG,2.5,1.9,0.6
2022-12-14T15:02:02.300Z,82,9,G,1,120,2022-12-14T15:00:35Z,2022-12-14T15:00:38.600Z,2022-12-14T15:01:50.300Z,75.3,87.3,-12,GG,2.7,1.8,0.9
2022-12-14T15:02:02.300Z,82,10,G,1,120,2022-12-14T15:00:35Z,2022-12-14T15:00:38.600Z,2022-12-14T15:01:50.300Z,75.3,87.3,-12,GG,1.8,1.6,0.2
2022-12-14T15:02:03.300Z,82,11,G,1,120,2022-12-14T15:00:35Z,2022-12-14T15:00:38.600Z,2022-12-14T15:01:50.300Z,75.3,88.3,-13,GG,2.4,1.6,0.8
2022-12-14T15:02:04.100Z,82,10,G,1,120,2022-12-14T15:00:35Z,2022-12-14T15:00:38.600Z,2022-12-14T15:01:50.300Z,75.3,89.1,-13.8,GG,3.3,3,0.3
2022-12-14T15:02:05Z,82,9,G,1,120,2022-12-14T15:00:35Z,2022-12-14T15:00:38.600Z,2022-12-14T15:01:50.300Z,75.3,90,-14.7,GG,2.4,1.8,0.6
2022-12-14T15:02:05.700Z,82,11,G,1,120,2022-12-14T15:00:35Z,2022-12-14T15:00:38.600Z,2022-12-14T15:01:50.300Z,75.3,90.7,-15.4,GG,3.9,2.7,1.2
2022-12-14T15:02:07.400Z,82,9,G,1,120,2022-12-14T15:00:35Z,2022-12-14T15:00:38.600Z,2022-12-14T15:01:50.300Z,75.3,92.4,-17.1,GG,1.8,1.6,0.2
2022-12-14T15:02:07.400Z,82,10,G,1,120,2022-12-14T15:00:35Z,2022-12-14T15:00:38.600Z,2022-12-14T15:01:50.300Z,75.3,92.4,-17.1,GG,2,1.4,0.6
2022-12-14T15:02:09.200Z,82,9,G,1,120,2022-12-14T15:00:35Z,2022-12-14T15:00:38.600Z,2022-12-14T15:01:50.300Z,75.3,94.2,-18.9,GG,1.8,1.5,0.3
2022-12-14T15:02:09.400Z,82,10,G,1,120,2022-12-14T15:00:35Z,2022-12-14T15:00:38.600Z,2022-12-14T15:01:50.300Z,75.3,94.4,-19.1,GG,6.6,1.1,5.5
2022-12-14T15:02:09.600Z,82,11,G,1,120,2022-12-14T15:00:35Z,2022-12-14T15:00:38.600Z,2022-12-14T15:01:50.300Z,75.3,94.6,-19.3,GG,2.3,1.2,1.1
2022-12-14T15:02:11Z,82,9,G,1,120,2022-12-14T15:00:35Z,2022-12-14T15:00:38.600Z,2022-12-14T15:01:50.300Z,75.3,96,-20.7,GG,2.2,1.4,0.8
2022-12-14T15:02:11.900Z,82,11,G,1,120,2022-12-14T15:00:35Z,2022-12-14T15:00:38.600Z,2022-12-14T15:01:50.300Z,75.3,96.9,-21.6,GG,56.2,1.1,55.1
2022-12-14T15:02:13.200Z,82,9,G,1,120,2022-12-14T15:00:35Z,2022-12-14T15:00:38.600Z,2022-12-14T15:01:50.300Z,75.3,98.2,-22.9,GG,1.7,1.4,0.3
2022-12-14T15:02:14.900Z,82,9,G,1,120,2022-12-14T15:00:35Z,2022-12-14T15:00:38.600Z,2022-12-14T15:01:50.300Z,75.3,99.9,-24.6,GG,60.7,1.2,59.5
2022-12-14T15:02:16Z,82,10,G,1,120,2022-12-14T15:00:35Z,2022-12-14T15:00:38.600Z,2022-12-14T15:01:50.300Z,75.3,101,-25.7,GG,9.2,0.9,8.3
2022-12-14T15:02:25.200Z,82,10,G,1,120,2022-12-14T15:00:35Z,2022-12-14T15:00:38.600Z,2022-12-14T15:01:50.300Z,75.3,110.2,-34.9,GG,24.8,0.8,24
2022-12-14T15:02:50Z,82,10,R,2,120,2022-12-14T15:02:35Z,2022-12-14T15:02:38.600Z,2022-12-14T15:03:46.100Z,71.1,15,56.1,RG,63.6,62.6,1
2022-12-14T15:03:08.100Z,82,11,R,2,120,2022-12-14T15:02:35Z,2022-12-14T15:02:38.600Z,2022-12-14T15:03:46.100Z,71.1,33.1,38,RG,48.5,44.8,3.7
2022-12-14T15:03:15.600Z,82,9,R,2,120,2022-12-14T15:02:35Z,2022-12-14T15:02:38.600Z,2022-12-14T15:03:46.100Z,71.1,40.6,30.5,RG,41.8,37.3,4.5
