TimeStamp,EventID,Parameter,Signal,Cycle,CL,YellowStart,RedStart,GreenStart,GreenTime,AIC,TUG,SSC,Headway,ODT,Gap
2022-12-14T15:00:48.900Z,82,28,R,1,120,2022-12-14T15:00:16Z,2022-12-14T15:00:19.600Z,2022-12-14T15:01:37.300Z,81.3,32.9,48.4,RR,2.2,0.3,1.9
2022-12-14T15:00:51.100Z,82,28,R,1,120,2022-12-14T15:00:16Z,2022-12-14T15:00:19.600Z,2022-12-14T15:01:37.300Z,81.3,35.1,46.2,RR,4.9,0.3,4.6
2022-12-14T15:00:56Z,82,28,R,1,120,2022-12-14T15:00:16Z,2022-12-14T15:00:19.600Z,2022-12-14T15:01:37.300Z,81.3,40,41.3,RR,10.3,0.4,9.9
2022-12-14T15:01:06.300Z,82,28,R,1,120,2022-12-14T15:00:16Z,2022-12-14T15:00:19.600Z,2022-12-14T15:01:37.300Z,81.3,50.3,31,RR,25.4,0.4,25
2022-12-14T15:01:31.700Z,82,28,R,1,120,2022-12-14T15:00:16Z,2022-12-14T15:00:19.600Z,2022-12-14T15:01:37.300Z,81.3,75.7,5.6,RR,15.2,0.7,14.5
2022-12-14T15:01:46.900Z,82,28,G,1,120,2022-12-14T15:00:16Z,2022-12-14T15:00:19.600Z,2022-12-14T15:01:37.300Z,81.3,90.9,-9.6,GG,2.6,0.3,2.3
2022-12-14T15:01:49.500Z,82,28,G,1,120,2022-12-14T15:00:16Z,2022-12-14T15:00:19.600Z,2022-12-14T15:01:37.300Z,81.3,93.5,-12.2,GG,1.7,0.3,1.4
2022-12-14T15:01:51.200Z,82,28,G,1,120,2022-12-14T15:00:16Z,2022-12-14T15:00:19.600Z,2022-12-14T15:01:37.300Z,81.3,95.2,-13.9,GG,10.7,0.3,10.4
2022-12-14T15:02:01.900Z,82,28,G,1,120,2022-12-14T15:00:16Z,2022-12-14T15:00:19.600Z,2022-12-14T15:01:37.300Z,81.3,105.9,-24.6,GG,1.6,0.3,1.3
2022-12-14T15:02:03.500Z,82,28,G,1,120,2022-12-14T15:00:16Z,2022-12-14T15:00:19.600Z,2022-12-14T15:01:37.300Z,81.3,107.5,-26.2,GG,5.1,0.3,4.8
2022-12-14T15:02:08.600Z,82,28,G,1,120,2022-12-14T15:00:16Z,2022-12-14T15:00:19.600Z,2022-12-14T15:01:37.300Z,81.3,112.6,-31.3,GG,4.6,0.4,4.2
2022-12-14T15:02:13.200Z,82,28,G,1,120,2022-12-14T15:00:16Z,2022-12-14T15:00:19.600Z,2022-12-14T15:01:37.300Z,81.3,117.2,-35.9,GG,3.3,0.4,2.9
