TimeStamp,EventID,Parameter,Signal,Cycle,CL,YellowStart,RedStart,GreenStart,GreenTime,AIC,TUG,SSC,Headway,ODT,Gap,ODTR,GapR,Int,Det
2022-12-14T15:14:25.600Z,82,11,G,7,120,2022-12-14T15:12:42Z,2022-12-14T15:12:45.600Z,2022-12-14T15:13:38.900Z,56.9,103.6,0,GG,4.5,0.9,3.6,1.125,,3rd,stop
2022-12-14T15:14:30.100Z,82,11,G,7,120,2022-12-14T15:12:42Z,2022-12-14T15:12:45.600Z,2022-12-14T15:13:38.900Z,56.9,108.1,0,GG,,0.8,,,,3rd,stop
2022-12-14T15:00:17.200Z,82,10,Y,1,120,2022-12-14T15:00:16Z,2022-12-14T15:00:19.600Z,2022-12-14T15:01:37.300Z,81.3,1.2,80.1,YY,37.4,0.8,36.6,,,7th,stop
2022-12-14T15:00:18.500Z,82,11,Y,1,120,2022-12-14T15:00:16Z,2022-12-14T15:00:19.600Z,2022-12-14T15:01:37.300Z,81.3,2.5,78.8,YY,43.5,0.7,42.8,,,7th,stop
2022-12-14T15:00:54.600Z,82,10,R,1,120,2022-12-14T15:00:16Z,2022-12-14T15:00:19.600Z,2022-12-14T15:01:37.300Z,81.3,38.6,42.7,RG,50.3,48.6,1.7,,,7th,stop
2022-12-14T15:01:02Z,82,11,R,1,120,2022-12-14T15:00:16Z,2022-12-14T15:00:19.600Z,2022-12-14T15:01:37.300Z,81.3,46,35.3,RG,50.5,41.6,8.9,,,7th,stop
2022-12-14T15:01:44.900Z,82,10,G,1,120,2022-12-14T15:00:16Z,2022-12-14T15:00:19.600Z,2022-12-14T15:01:37.300Z,81.3,88.9,0,GG,3.1,2.1,1,1.1053,0.303,7th,stop
2022-12-14T15:01:48Z,82,10,G,1,120,2022-12-14T15:00:16Z,2022-12-14T15:00:19.600Z,2022-12-14T15:01:37.300Z,81.3,92,0,GG,5.2,1.9,3.3,2.375,2.3571,7th,stop
2022-12-14T15:01:52.500Z,82,11,G,1,120,2022-12-14T15:00:16Z,2022-12-14T15:00:19.600Z,2022-12-14T15:01:37.300Z,81.3,96.5,0,GG,8.3,1,7.3,1,1.825,7th,stop
2022-12-14T15:01:53.200Z,82,10,G,1,120,2022-12-14T15:00:16Z,2022-12-14T15:00:19.600Z,2022-12-14T15:01:37.300Z,81.3,97.2,0,GG,2.2,0.8,1.4,0.8889,0.1538,7th,stop
2022-12-14T15:01:55.400Z,82,10,G,1,120,2022-12-14T15:00:16Z,2022-12-14T15:00:19.600Z,2022-12-14T15:01:37.300Z,81.3,99.4,0,GG,10,0.9,9.1,1,13,7th,stop
2022-12-14T15:02:00.800Z,82,11,G,1,120,2022-12-14T15:00:16Z,2022-12-14T15:00:19.600Z,2022-12-14T15:01:37.300Z,81.3,104.8,0,GG,5,1,4,1.6667,2.1053,7th,stop
2022-12-14T15:02:05.400Z,82,10,G,1,120,2022-12-14T15:00:16Z,2022-12-14T15:00:19.600Z,2022-12-14T15:01:37.300Z,81.3,109.4,0,GG,1.6,0.9,0.7,1.125,0.1556,7th,stop
2022-12-14T15:02:05.800Z,82,11,G,1,120,2022-12-14T15:00:16Z,2022-12-14T15:00:19.600Z,2022-12-14T15:01:37.300Z,81.3,109.8,0,GG,2.5,0.6,1.9,0.75,0.3393,7th,stop
2022-12-14T15:02:07Z,82,10,G,1,120,2022-12-14T15:00:16Z,2022-12-14T15:00:19.600Z,2022-12-14T15:01:37.300Z,81.3,111,0,GG,5.3,0.8,4.5,1.1429,1.0976,7th,stop
2022-12-14T15:02:08.300Z,82,11,G,1,120,2022-12-14T15:00:16Z,2022-12-14T15:00:19.600Z,2022-12-14T15:01:37.300Z,81.3,112.3,0,GG,6.4,0.8,5.6,0.8889,1.6,7th,stop
2022-12-14T15:02:12.300Z,82,10,G,1,120,2022-12-14T15:00:16Z,2022-12-14T15:00:19.600Z,2022-12-14T15:01:37.300Z,81.3,116.3,0,GG,4.8,0.7,4.1,,,7th,stop
2022-12-14T15:02:14.700Z,82,11,G,1,120,2022-12-14T15:00:16Z,2022-12-14T15:00:19.600Z,2022-12-14T15:01:37.300Z,81.3,118.7,0,GG,4.4,0.9,3.5,,,7th,stop
2022-12-14T15:02:17.100Z,82,10,Y,2,120,2022-12-14T15:02:16Z,2022-12-14T15:02:19.600Z,2022-12-14T15:03:36.400Z,80.4,1.1,79.3,YY,3.3,0.9,2.4,,,7th,stop
2022-12-14T15:02:19.100Z,82,11,Y,2,120,2022-12-14T15:02:16Z,2022-12-14T15:02:19.600Z,2022-12-14T15:03:36.400Z,80.4,3.1,77.3,YR,5.7,0.9,4.8,,,7th,stop
2022-12-14T15:02:20.400Z,82,10,R,2,120,2022-12-14T15:02:16Z,2022-12-14T15:02:19.600Z,2022-12-14T15:03:36.400Z,80.4,4.4,76,RR,0.9,0.8,0.1,,,7th,stop
2022-12-14T15:02:21.300Z,82,10,R,2,120,2022-12-14T15:02:16Z,2022-12-14T15:02:19.600Z,2022-12-14T15:03:36.400Z,80.4,5.3,75.1,RR,6.9,0.1,6.8,,,7th,stop
2022-12-14T15:02:24.800Z,82,11,R,2,120,2022-12-14T15:02:16Z,2022-12-14T15:02:19.600Z,2022-12-14T15:03:36.400Z,80.4,8.8,71.6,RG,83,81.9,1.1,,,7th,stop
2022-12-14T15:02:28.200Z,82,10,R,2,120,2022-12-14T15:02:16Z,2022-12-14T15:02:19.600Z,2022-12-14T15:03:36.400Z,80.4,12.2,68.2,RG,76.3,75,1.3,,,7th,stop
2022-12-14T15:03:44.500Z,82,10,G,2,120,2022-12-14T15:02:16Z,2022-12-14T15:02:19.600Z,2022-12-14T15:03:36.400Z,80.4,88.5,0,GG,5.6,4.5,1.1,2.6471,1.5714,7th,stop
2022-12-14T15:03:47.800Z,82,11,G,2,120,2022-12-14T15:02:16Z,2022-12-14T15:02:19.600Z,2022-12-14T15:03:36.400Z,80.4,91.8,0,GG,22.2,2.2,20,2.4444,16.6667,7th,stop
2022-12-14T15:03:50.100Z,82,10,G,2,120,2022-12-14T15:02:16Z,2022-12-14T15:02:19.600Z,2022-12-14T15:03:36.400Z,80.4,94.1,0,GG,2.4,1.7,0.7,1.1333,0.0437,7th,stop
2022-12-14T15:03:52.500Z,82,10,G,2,120,2022-12-14T15:02:16Z,2022-12-14T15:02:19.600Z,2022-12-14T15:03:36.400Z,80.4,96.5,0,GG,17.5,1.5,16,1.5,8.8889,7th,stop
2022-12-14T15:04:10Z,82,10,G,2,120,2022-12-14T15:02:16Z,2022-12-14T15:02:19.600Z,2022-12-14T15:03:36.400Z,80.4,114,0,GG,2.8,1,1.8,1,0.7826,7th,stop
2022-12-14T15:04:10Z,82,11,G,2,120,2022-12-14T15:02:16Z,2022-12-14T15:02:19.600Z,2022-12-14T15:03:36.400Z,80.4,114,0,GG,2.1,0.9,1.2,1.5,0.169,7th,stop
2022-12-14T15:04:12.100Z,82,11,G,2,120,2022-12-14T15:02:16Z,2022-12-14T15:02:19.600Z,2022-12-14T15:03:36.400Z,80.4,116.1,0,GG,7.7,0.6,7.1,,,7th,stop
2022-12-14T15:04:12.800Z,82,10,G,2,120,2022-12-14T15:02:16Z,2022-12-14T15:02:19.600Z,2022-12-14T15:03:36.400Z,80.4,116.8,0,GG,3.3,1,2.3,,,7th,stop
2022-12-14T15:04:16.100Z,82,10,Y,3,120,2022-12-14T15:04:16Z,2022-12-14T15:04:19.600Z,2022-12-14T15:05:24.700Z,68.7,0.1,68.6,YY,4.9,0.9,4,,,7th,stop
2022-12-14T15:04:19.800Z,82,11,R,3,120,2022-12-14T15:04:16Z,2022-12-14T15:04:19.600Z,2022-12-14T15:05:24.700Z,68.7,3.8,64.9,RG,72.7,71.5,1.2,,,7th,stop
2022-12-14T15:04:21Z,82,10,R,3,120,2022-12-14T15:04:16Z,2022-12-14T15:04:19.600Z,2022-12-14T15:05:24.700Z,68.7,5,63.7,RG,71.8,70.9,0.9,,,7th,stop
2022-12-14T15:05:32.500Z,82,11,G,3,120,2022-12-14T15:04:16Z,2022-12-14T15:04:19.600Z,2022-12-14T15:05:24.700Z,68.7,76.5,0,GG,5,4,1,2.6667,0.0199,7th,stop
2022-12-14T15:05:32.800Z,82,10,G,3,120,2022-12-14T15:04:16Z,2022-12-14T15:04:19.600Z,2022-12-14T15:05:24.700Z,68.7,76.8,0,GG,2.9,2,0.9,1.1111,0.9,7th,stop
2022-12-14T15:05:35.700Z,82,10,G,3,120,2022-12-14T15:04:16Z,2022-12-14T15:04:19.600Z,2022-12-14T15:05:24.700Z,68.7,79.7,0,GG,2.8,1.8,1,1.2,5,7th,stop
2022-12-14T15:05:37.500Z,82,11,G,3,120,2022-12-14T15:04:16Z,2022-12-14T15:04:19.600Z,2022-12-14T15:05:24.700Z,68.7,81.5,0,GG,51.7,1.5,50.2,,,7th,stop
2022-12-14T15:05:38.500Z,82,10,G,3,120,2022-12-14T15:04:16Z,2022-12-14T15:04:19.600Z,2022-12-14T15:05:24.700Z,68.7,82.5,0,GG,1.7,1.5,0.2,0.5172,0.0167,7th,stop
2022-12-14T15:05:40.200Z,82,10,G,3,120,2022-12-14T15:04:16Z,2022-12-14T15:04:19.600Z,2022-12-14T15:05:24.700Z,68.7,84.2,0,GG,14.9,2.9,12,2.9,1.6667,7th,stop
2022-12-14T15:05:55.100Z,82,10,G,3,120,2022-12-14T15:04:16Z,2022-12-14T15:04:19.600Z,2022-12-14T15:05:24.700Z,68.7,99.1,0,GG,8.2,1,7.2,1,3.4286,7th,stop
2022-12-14T15:06:03.300Z,82,10,G,3,120,2022-12-14T15:04:16Z,2022-12-14T15:04:19.600Z,2022-12-14T15:05:24.700Z,68.7,107.3,0,GG,3.1,1,2.1,1.1111,0.118,7th,stop
2022-12-14T15:06:06.400Z,82,10,G,3,120,2022-12-14T15:04:16Z,2022-12-14T15:04:19.600Z,2022-12-14T15:05:24.700Z,68.7,110.4,0,GG,18.7,0.9,17.8,,,7th,stop
2022-12-14T15:06:25.100Z,82,10,R,4,120,2022-12-14T15:06:16Z,2022-12-14T15:06:19.600Z,2022-12-14T15:07:28.500Z,72.5,9.1,63.4,RG,77.1,76.4,0.7,,,7th,stop
2022-12-14T15:06:29.200Z,82,11,R,4,120,2022-12-14T15:06:16Z,2022-12-14T15:06:19.600Z,2022-12-14T15:07:28.500Z,72.5,13.2,59.3,RG,70.2,69.6,0.6,,,7th,stop
2022-12-14T15:07:39.400Z,82,11,G,4,120,2022-12-14T15:06:16Z,2022-12-14T15:06:19.600Z,2022-12-14T15:07:28.500Z,72.5,83.4,0,GG,4.2,3.5,0.7,2.0588,0.875,7th,stop
2022-12-14T15:07:42.200Z,82,10,G,4,120,2022-12-14T15:06:16Z,2022-12-14T15:06:19.600Z,2022-12-14T15:07:28.500Z,72.5,86.2,0,GG,2.6,1.8,0.8,0.3673,2.6667,7th,stop
2022-12-14T15:07:43.600Z,82,11,G,4,120,2022-12-14T15:06:16Z,2022-12-14T15:06:19.600Z,2022-12-14T15:07:28.500Z,72.5,87.6,0,GG,2.5,1.7,0.8,1.1333,0.3478,7th,stop
2022-12-14T15:07:44.800Z,82,10,G,4,120,2022-12-14T15:06:16Z,2022-12-14T15:06:19.600Z,2022-12-14T15:07:28.500Z,72.5,88.8,0,GG,5.2,4.9,0.3,3.5,1,7th,stop
2022-12-14T15:07:46.100Z,82,11,G,4,120,2022-12-14T15:06:16Z,2022-12-14T15:06:19.600Z,2022-12-14T15:07:28.500Z,72.5,90.1,0,GG,3.8,1.5,2.3,1.0714,23,7th,stop
2022-12-14T15:07:49.900Z,82,11,G,4,120,2022-12-14T15:06:16Z,2022-12-14T15:06:19.600Z,2022-12-14T15:07:28.500Z,72.5,93.9,0,GG,1.5,1.4,0.1,1.0769,0.0667,7th,stop
2022-12-14T15:07:50Z,82,10,G,4,120,2022-12-14T15:06:16Z,2022-12-14T15:06:19.600Z,2022-12-14T15:07:28.500Z,72.5,94,0,GG,1.7,1.4,0.3,0.6364,0.0095,7th,stop
2022-12-14T15:07:51.400Z,82,11,G,4,120,2022-12-14T15:06:16Z,2022-12-14T15:06:19.600Z,2022-12-14T15:07:28.500Z,72.5,95.4,0,GG,2.8,1.3,1.5,1,0.0649,7th,stop
2022-12-14T15:07:51.700Z,82,10,G,4,120,2022-12-14T15:06:16Z,2022-12-14T15:06:19.600Z,2022-12-14T15:07:28.500Z,72.5,95.7,0,GG,33.9,2.2,31.7,,,7th,stop
2022-12-14T15:07:54.200Z,82,11,G,4,120,2022-12-14T15:06:16Z,2022-12-14T15:06:19.600Z,2022-12-14T15:07:28.500Z,72.5,98.2,0,GG,24.4,1.3,23.1,,,7th,stop
2022-12-14T15:08:18.600Z,82,11,Y,5,120,2022-12-14T15:08:16Z,2022-12-14T15:08:19.600Z,2022-12-14T15:09:29.700Z,73.7,2.6,71.1,YR,14.2,1,13.2,,,7th,stop
2022-12-14T15:08:25.600Z,82,10,R,5,120,2022-12-14T15:08:16Z,2022-12-14T15:08:19.600Z,2022-12-14T15:09:29.700Z,73.7,9.6,64.1,RG,70.4,70.2,0.2,,,7th,stop
2022-12-14T15:08:32.800Z,82,11,R,5,120,2022-12-14T15:08:16Z,2022-12-14T15:08:19.600Z,2022-12-14T15:09:29.700Z,73.7,16.8,56.9,RG,64.3,63.3,1,,,7th,stop
2022-12-14T15:09:36Z,82,10,G,5,120,2022-12-14T15:08:16Z,2022-12-14T15:08:19.600Z,2022-12-14T15:09:29.700Z,73.7,80,0,GG,3.1,2,1.1,1.1111,1,7th,stop
2022-12-14T15:09:37.100Z,82,11,G,5,120,2022-12-14T15:08:16Z,2022-12-14T15:08:19.600Z,2022-12-14T15:09:29.700Z,73.7,81.1,0,GG,7.6,2.4,5.2,2.1818,0.0977,7th,stop
2022-12-14T15:09:39.100Z,82,10,G,5,120,2022-12-14T15:08:16Z,2022-12-14T15:08:19.600Z,2022-12-14T15:09:29.700Z,73.7,83.1,0,GG,2.9,1.8,1.1,1.125,0.3143,7th,stop
2022-12-14T15:09:42Z,82,10,G,5,120,2022-12-14T15:08:16Z,2022-12-14T15:08:19.600Z,2022-12-14T15:09:29.700Z,73.7,86,0,GG,5.1,1.6,3.5,1.3333,0.3977,7th,stop
2022-12-14T15:09:44.700Z,82,11,G,5,120,2022-12-14T15:08:16Z,2022-12-14T15:08:19.600Z,2022-12-14T15:09:29.700Z,73.7,88.7,0,GG,54.3,1.1,53.2,,,7th,stop
2022-12-14T15:09:47.100Z,82,10,G,5,120,2022-12-14T15:08:16Z,2022-12-14T15:08:19.600Z,2022-12-14T15:09:29.700Z,73.7,91.1,0,GG,10,1.2,8.8,1.7143,1.3134,7th,stop
2022-12-14T15:09:57.100Z,82,10,G,5,120,2022-12-14T15:08:16Z,2022-12-14T15:08:19.600Z,2022-12-14T15:09:29.700Z,73.7,101.1,0,GG,7.4,0.7,6.7,0.7,2.2333,7th,stop
2022-12-14T15:10:04.500Z,82,10,G,5,120,2022-12-14T15:08:16Z,2022-12-14T15:08:19.600Z,2022-12-14T15:09:29.700Z,73.7,108.5,0,GG,4,1,3,1,0.1034,7th,stop
2022-12-14T15:10:08.500Z,82,10,G,5,120,2022-12-14T15:08:16Z,2022-12-14T15:08:19.600Z,2022-12-14T15:09:29.700Z,73.7,112.5,0,GG,30,1,29,,,7th,stop
2022-12-14T15:10:38.500Z,82,10,R,6,120,2022-12-14T15:10:16Z,2022-12-14T15:10:19.600Z,2022-12-14T15:11:33.100Z,77.1,22.5,54.6,RG,61.1,60.9,0.2,,,7th,stop
2022-12-14T15:10:39Z,82,11,R,6,120,2022-12-14T15:10:16Z,2022-12-14T15:10:19.600Z,2022-12-14T15:11:33.100Z,77.1,23,54.1,RG,60.4,60,0.4,,,7th,stop
2022-12-14T15:11:39.400Z,82,11,G,6,120,2022-12-14T15:10:16Z,2022-12-14T15:10:19.600Z,2022-12-14T15:11:33.100Z,77.1,83.4,0,GG,4.7,4.2,0.5,2.3333,0.0177,7th,stop
2022-12-14T15:11:39.600Z,82,10,G,6,120,2022-12-14T15:10:16Z,2022-12-14T15:10:19.600Z,2022-12-14T15:11:33.100Z,77.1,83.6,0,GG,2.9,2.4,0.5,1.3333,0.4167,7th,stop
2022-12-14T15:11:42.500Z,82,10,G,6,120,2022-12-14T15:10:16Z,2022-12-14T15:10:19.600Z,2022-12-14T15:11:33.100Z,77.1,86.5,0,GG,3,1.8,1.2,0.9474,0.048,7th,stop
2022-12-14T15:11:44.100Z,82,11,G,6,120,2022-12-14T15:10:16Z,2022-12-14T15:10:19.600Z,2022-12-14T15:11:33.100Z,77.1,88.1,0,GG,30,1.8,28.2,2,4.623,7th,stop
2022-12-14T15:11:45.500Z,82,10,G,6,120,2022-12-14T15:10:16Z,2022-12-14T15:10:19.600Z,2022-12-14T15:11:33.100Z,77.1,89.5,0,GG,26.9,1.9,25,1.7273,41.6667,7th,stop
2022-12-14T15:12:12.400Z,82,10,G,6,120,2022-12-14T15:10:16Z,2022-12-14T15:10:19.600Z,2022-12-14T15:11:33.100Z,77.1,116.4,0,GG,1.7,1.1,0.6,1,0.4615,7th,stop
2022-12-14T15:12:14.100Z,82,10,G,6,120,2022-12-14T15:10:16Z,2022-12-14T15:10:19.600Z,2022-12-14T15:11:33.100Z,77.1,118.1,0,GG,2.4,1.1,1.3,,,7th,stop
2022-12-14T15:12:14.100Z,82,11,G,6,120,2022-12-14T15:10:16Z,2022-12-14T15:10:19.600Z,2022-12-14T15:11:33.100Z,77.1,118.1,0,GG,7,0.9,6.1,,,7th,stop
2022-12-14T15:12:16.500Z,82,10,Y,7,120,2022-12-14T15:12:16Z,2022-12-14T15:12:19.600Z,2022-12-14T15:13:32.400Z,76.4,0.5,75.9,YY,2,1.2,0.8,,,7th,stop
2022-12-14T15:12:18.500Z,82,10,Y,7,120,2022-12-14T15:12:16Z,2022-12-14T15:12:19.600Z,2022-12-14T15:13:32.400Z,76.4,2.5,73.9,YY,2.1,1,1.1,,,7th,stop
2022-12-14T15:12:20.600Z,82,10,R,7,120,2022-12-14T15:12:16Z,2022-12-14T15:12:19.600Z,2022-12-14T15:13:32.400Z,76.4,4.6,71.8,RR,5.9,0.9,5,,,7th,stop
2022-12-14T15:12:21.100Z,82,11,R,7,120,2022-12-14T15:12:16Z,2022-12-14T15:12:19.600Z,2022-12-14T15:13:32.400Z,76.4,5.1,71.3,RG,87.7,86.9,0.8,,,7th,stop
2022-12-14T15:12:26.500Z,82,10,R,7,120,2022-12-14T15:12:16Z,2022-12-14T15:12:19.600Z,2022-12-14T15:13:32.400Z,76.4,10.5,65.9,RG,70.5,69.7,0.8,,,7th,stop
2022-12-14T15:13:37Z,82,10,G,7,120,2022-12-14T15:12:16Z,2022-12-14T15:12:19.600Z,2022-12-14T15:13:32.400Z,76.4,81,0,GG,5.3,4.9,0.4,2.8824,4,7th,stop
2022-12-14T15:13:42.300Z,82,10,G,7,120,2022-12-14T15:12:16Z,2022-12-14T15:12:19.600Z,2022-12-14T15:13:32.400Z,76.4,86.3,0,GG,1.8,1.7,0.1,1.1333,0.1667,7th,stop
2022-12-14T15:13:44.100Z,82,10,G,7,120,2022-12-14T15:12:16Z,2022-12-14T15:12:19.600Z,2022-12-14T15:13:32.400Z,76.4,88.1,0,GG,2.1,1.5,0.6,1,6,7th,stop
2022-12-14T15:13:46.200Z,82,10,G,7,120,2022-12-14T15:12:16Z,2022-12-14T15:12:19.600Z,2022-12-14T15:13:32.400Z,76.4,90.2,0,GG,1.6,1.5,0.1,1.0714,0.125,7th,stop
2022-12-14T15:13:47.800Z,82,10,G,7,120,2022-12-14T15:12:16Z,2022-12-14T15:12:19.600Z,2022-12-14T15:13:32.400Z,76.4,91.8,0,GG,2.2,1.4,0.8,1.2727,0.4706,7th,stop
2022-12-14T15:13:48.800Z,82,11,G,7,120,2022-12-14T15:12:16Z,2022-12-14T15:12:19.600Z,2022-12-14T15:13:32.400Z,76.4,92.8,0,GG,3.1,2.1,1,1.1667,1.4286,7th,stop
2022-12-14T15:13:50Z,82,10,G,7,120,2022-12-14T15:12:16Z,2022-12-14T15:12:19.600Z,2022-12-14T15:13:32.400Z,76.4,94,0,GG,2.8,1.1,1.7,0.7857,0.7727,7th,stop
2022-12-14T15:13:51.900Z,82,11,G,7,120,2022-12-14T15:12:16Z,2022-12-14T15:12:19.600Z,2022-12-14T15:13:32.400Z,76.4,95.9,0,GG,2.5,1.8,0.7,1.2,0.0409,7th,stop
2022-12-14T15:13:52.800Z,82,10,G,7,120,2022-12-14T15:12:16Z,2022-12-14T15:12:19.600Z,2022-12-14T15:13:32.400Z,76.4,96.8,0,GG,3.6,1.4,2.2,1,5.5,7th,stop
2022-12-14T15:13:54.400Z,82,11,G,7,120,2022-12-14T15:12:16Z,2022-12-14T15:12:19.600Z,2022-12-14T15:13:32.400Z,76.4,98.4,0,GG,18.6,1.5,17.1,2.5,,7th,stop
2022-12-14T15:13:56.400Z,82,10,G,7,120,2022-12-14T15:12:16Z,2022-12-14T15:12:19.600Z,2022-12-14T15:13:32.400Z,76.4,100.4,0,GG,1.8,1.4,0.4,0.5385,0.125,7th,stop
2022-12-14T15:13:58.200Z,82,10,G,7,120,2022-12-14T15:12:16Z,2022-12-14T15:12:19.600Z,2022-12-14T15:13:32.400Z,76.4,102.2,0,GG,5.8,2.6,3.2,2.6,,7th,stop
2022-12-14T15:14:04Z,82,10,G,7,120,2022-12-14T15:12:16Z,2022-12-14T15:12:19.600Z,2022-12-14T15:13:32.400Z,76.4,108,0,GG,,1,,,,7th,stop
2022-12-14T15:14:13Z,82,11,G,7,120,2022-12-14T15:12:16Z,2022-12-14T15:12:19.600Z,2022-12-14T15:13:32.400Z,76.4,117,0,GG,,0.6,,,,7th,stop
2022-12-14T15:02:17.300Z,82,10,R,1,120,2022-12-14T15:01:50Z,2022-12-14T15:01:53.600Z,2022-12-14T15:03:05.200Z,75.2,27.3,47.9,RG,52.1,51.2,0.9,,,15th,stop
2022-12-14T15:02:21.800Z,82,12,R,1,120,2022-12-14T15:01:50Z,2022-12-14T15:01:53.600Z,2022-12-14T15:03:05.200Z,75.2,31.8,43.4,RG,51.5,50.3,1.2,,,15th,stop
2022-12-14T15:02:25.200Z,82,11,R,1,120,2022-12-14T15:01:50Z,2022-12-14T15:01:53.600Z,2022-12-14T15:03:05.200Z,75.2,35.2,40,RG,46.9,46.6,0.3,,,15th,stop
2022-12-14T15:03:09.400Z,82,10,G,1,120,2022-12-14T15:01:50Z,2022-12-14T15:01:53.600Z,2022-12-14T15:03:05.200Z,75.2,79.4,0,GG,6.7,5.3,1.4,3.3125,1.75,15th,stop
2022-12-14T15:03:12.100Z,82,11,G,1,120,2022-12-14T15:01:50Z,2022-12-14T15:01:53.600Z,2022-12-14T15:03:05.200Z,75.2,82.1,0,GG,3.1,2.2,0.9,1.2222,2.25,15th,stop
2022-12-14T15:03:13.300Z,82,12,G,1,120,2022-12-14T15:01:50Z,2022-12-14T15:01:53.600Z,2022-12-14T15:03:05.200Z,75.2,83.3,0,GG,2.4,2.1,0.3,1.1667,0.3333,15th,stop
2022-12-14T15:03:15.200Z,82,11,G,1,120,2022-12-14T15:01:50Z,2022-12-14T15:01:53.600Z,2022-12-14T15:03:05.200Z,75.2,85.2,0,GG,2.2,1.8,0.4,1.2857,0.5,15th,stop
2022-12-14T15:03:15.700Z,82,12,G,1,120,2022-12-14T15:01:50Z,2022-12-14T15:01:53.600Z,2022-12-14T15:03:05.200Z,75.2,85.7,0,GG,2.7,1.8,0.9,1.125,4.5,15th,stop
2022-12-14T15:03:16.100Z,82,10,G,1,120,2022-12-14T15:01:50Z,2022-12-14T15:01:53.600Z,2022-12-14T15:03:05.200Z,75.2,86.1,0,GG,2.4,1.6,0.8,1.0667,0.2963,15th,stop
2022-12-14T15:03:17.400Z,82,11,G,1,120,2022-12-14T15:01:50Z,2022-12-14T15:01:53.600Z,2022-12-14T15:03:05.200Z,75.2,87.4,0,GG,2.2,1.4,0.8,0.875,0.8,15th,stop
2022-12-14T15:03:18.400Z,82,12,G,1,120,2022-12-14T15:01:50Z,2022-12-14T15:01:53.600Z,2022-12-14T15:03:05.200Z,75.2,88.4,0,GG,1.8,1.6,0.2,1.0667,0.0741,15th,stop
2022-12-14T15:03:18.500Z,82,10,G,1,120,2022-12-14T15:01:50Z,2022-12-14T15:01:53.600Z,2022-12-14T15:03:05.200Z,75.2,88.5,0,GG,4.2,1.5,2.7,1.6667,0.0694,15th,stop
2022-12-14T15:03:19.600Z,82,11,G,1,120,2022-12-14T15:01:50Z,2022-12-14T15:01:53.600Z,2022-12-14T15:03:05.200Z,75.2,89.6,0,GG,2.6,1.6,1,1,0.0161,15th,stop
2022-12-14T15:03:20.200Z,82,12,G,1,120,2022-12-14T15:01:50Z,2022-12-14T15:01:53.600Z,2022-12-14T15:03:05.200Z,75.2,90.2,0,GG,4.2,1.5,2.7,1.0714,0.36,15th,stop
2022-12-14T15:03:22.200Z,82,11,G,1,120,2022-12-14T15:01:50Z,2022-12-14T15:01:53.600Z,2022-12-14T15:03:05.200Z,75.2,92.2,0,GG,63.8,1.6,62.2,,,15th,stop
2022-12-14T15:03:22.700Z,82,10,G,1,120,2022-12-14T15:01:50Z,2022-12-14T15:01:53.600Z,2022-12-14T15:03:05.200Z,75.2,92.7,0,GG,39.8,0.9,38.9,,,15th,stop
2022-12-14T15:03:24.400Z,82,12,G,1,120,2022-12-14T15:01:50Z,2022-12-14T15:01:53.600Z,2022-12-14T15:03:05.200Z,75.2,94.4,0,GG,8.9,1.4,7.5,1.5556,3.125,15th,stop
2022-12-14T15:03:33.300Z,82,12,G,1,120,2022-12-14T15:01:50Z,2022-12-14T15:01:53.600Z,2022-12-14T15:03:05.200Z,75.2,103.3,0,GG,3.3,0.9,2.4,1.125,0.48,15th,stop
2022-12-14T15:03:36.600Z,82,12,G,1,120,2022-12-14T15:01:50Z,2022-12-14T15:01:53.600Z,2022-12-14T15:03:05.200Z,75.2,106.6,0,GG,5.8,0.8,5,0.8889,0.1119,15th,stop
2022-12-14T15:03:42.400Z,82,12,G,1,120,2022-12-14T15:01:50Z,2022-12-14T15:01:53.600Z,2022-12-14T15:03:05.200Z,75.2,112.4,0,GG,45.6,0.9,44.7,,,15th,stop
2022-12-14T15:04:02.500Z,82,10,R,2,120,2022-12-14T15:03:50Z,2022-12-14T15:03:53.600Z,2022-12-14T15:04:41.200Z,51.2,12.5,38.7,RG,46.4,46.1,0.3,,,15th,stop
2022-12-14T15:04:26Z,82,11,R,2,120,2022-12-14T15:03:50Z,2022-12-14T15:03:53.600Z,2022-12-14T15:04:41.200Z,51.2,36,15.2,RG,22.8,21.8,1,,,15th,stop
2022-12-14T15:04:28Z,82,12,R,2,120,2022-12-14T15:03:50Z,2022-12-14T15:03:53.600Z,2022-12-14T15:04:41.200Z,51.2,38,13.2,RG,24.9,23.5,1.4,,,15th,stop
2022-12-14T15:04:48.800Z,82,11,G,2,120,2022-12-14T15:03:50Z,2022-12-14T15:03:53.600Z,2022-12-14T15:04:41.200Z,51.2,58.8,0,GG,4.9,1.9,3,1.0556,3,15th,stop
2022-12-14T15:04:48.900Z,82,10,G,2,120,2022-12-14T15:03:50Z,2022-12-14T15:03:53.600Z,2022-12-14T15:04:41.200Z,51.2,58.9,0,GG,4.2,1.6,2.6,0.9412,2.3636,15th,stop
2022-12-14T15:04:52.900Z,82,12,G,2,120,2022-12-14T15:03:50Z,2022-12-14T15:03:53.600Z,2022-12-14T15:04:41.200Z,51.2,62.9,0,GG,3.6,1.3,2.3,1.0833,0.0627,15th,stop
2022-12-14T15:04:53.100Z,82,10,G,2,120,2022-12-14T15:03:50Z,2022-12-14T15:03:53.600Z,2022-12-14T15:04:41.200Z,51.2,63.1,0,GG,2.8,1.7,1.1,1.1333,0.0328,15th,stop
